product_id,product_name,category,brand,price,discount_pct,rating,num_ratings,stock_qty
9332,Nivea Hair Oil Plus,Beauty,Nivea,1336.73,5,4.6,11793,298
9333,Fabindia Kurta Pro,Fashion,Fabindia,4627.05,0,,3837,155
9334,Mi Laptop Edition,Electronics,Mi,82120.45,0,4.3,21687,241
9335,Bloomsbury Biography Edition,Books,Bloomsbury,599.36,30,1.3,23144,112
9336,Roadster T-Shirt 2026,Fashion,Roadster,550.11,0,2.2,10064,436
9337,Philips Vacuum Cleaner Pro,Home & Kitchen,Philips,773.14,15,1.4,17347,202
9338,Milton Cookware Set Max,Home & Kitchen,Milton,7858.09,30,,14618,439
9339,Roadster Jeans 2026,Fashion,Roadster,2211.26,40,,22647,447
9340,OnePlus Smartwatch Classic,Electronics,OnePlus,68766.42,20,4.9,11530,327
9341,Milton Bedsheet 2026,Home & Kitchen,Milton,1193.13,30,2.1,9186,49
9342,WOW Sunscreen Plus,Beauty,WOW,841.11,0,3.7,15850,293
9343,LOreal Perfume Classic,Beauty,LOreal,622.57,0,4.5,8938,315
9344,Penguin Biography Plus,Books,Penguin,159.99,10,4.0,8849,391
9345,Rupa Textbook Classic,Books,Rupa,965.8,15,1.7,14704,245
9346,Bajaj Water Bottle 2026,Home & Kitchen,Bajaj,2569.67,30,3.9,2179,136
9347,LOreal Face Wash Max,Beauty,LOreal,973.08,10,2.7,12061,469
9348,boAt Tablet Classic,Electronics,boAt,19808.56,10,3.6,6913,99
9349,Nivia Cricket Bat Lite,Sports,Nivia,2799.26,50,1.2,3047,169
9350,boAt Headphones Classic,Electronics,boAt,6870.73,10,3.8,12955,234
9351,Mamaearth Face Wash Edition,Beauty,Mamaearth,480.16,0,2.7,8907,221
9352,Nivea Hair Oil Edition,Beauty,Nivea,1598.27,15,3.6,16991,397
9353,Rupa Biography Max,Books,Rupa,587.75,0,4.3,1760,224
9354,SG Cricket Bat Classic,Sports,SG,4670.22,5,4.7,15781,13
9355,Apple Tablet Max,Electronics,Apple,36908.43,5,2.9,1257,345
9356,WOW Lipstick Edition,Beauty,WOW,571.25,50,1.7,17585,87
9357,Philips Bedsheet 2026,Home & Kitchen,Philips,7888.12,50,,13680,372
9358,Aashirvaad Rice 5kg 2026,Grocery,Aashirvaad,541.29,15,2.9,20281,224
9359,Allen Solly Saree 2026,Fashion,Allen Solly,4407.21,15,1.1,14489,418
9360,Bloomsbury Novel Max,Books,Bloomsbury,538.09,5,3.5,12183,96
9361,WOW Lipstick 2026,Beauty,WOW,351.03,40,1.9,22629,252
9362,Prestige Mixer Grinder Plus,Home & Kitchen,Prestige,4780.23,0,2.2,22184,164
9363,Yonex Football Pro,Sports,Yonex,8025.78,30,2.6,6734,60
9364,Mamaearth Perfume Max,Beauty,Mamaearth,506.17,0,1.5,462,81
9365,SG Football Classic,Sports,SG,9806.5,5,1.8,17787,144
9366,India Gate Rice 5kg Classic,Grocery,India Gate,1460.14,0,2.6,8390,114
9367,Prestige Mixer Grinder Classic,Home & Kitchen,Prestige,6964.09,40,3.6,4403,462
9368,Bloomsbury Self-Help Book Plus,Books,Bloomsbury,891.74,20,4.0,15125,314
9369,Fabindia Kurta Lite,Fashion,Fabindia,1058.33,0,1.3,1714,207
9370,Levis Jeans Max,Fashion,Levis,1215.74,40,1.2,13503,279
9371,SG Running Shoes 2026,Sports,SG,6013.39,0,4.1,7938,415
9372,Nike Saree Lite,Fashion,Nike,4937.92,50,,10986,303
9373,OnePlus Power Bank Plus,Electronics,OnePlus,3105.19,0,,15989,98
9374,India Gate Tea Powder Lite,Grocery,India Gate,836.59,0,2.9,23745,194
9375,Cello Water Bottle Edition,Home & Kitchen,Cello,9452.59,30,2.9,20462,258
9376,Roadster T-Shirt Plus,Fashion,Roadster,3919.46,50,2.0,17315,311
9377,Apple Tablet 2026,Electronics,Apple,53413.6,15,2.8,6906,80
9378,Cello Bedsheet Lite,Home & Kitchen,Cello,6098.78,40,1.3,17302,5
9379,SG Yoga Mat Lite,Sports,SG,1081.0,5,3.7,3166,480
9380,Nivia Cricket Bat Max,Sports,Nivia,2402.55,20,3.5,19657,404
9381,Cello Air Fryer Max,Home & Kitchen,Cello,5935.07,0,,17822,334
9382,Penguin Comic Edition,Books,Penguin,268.28,5,3.9,5809,43
9383,Rupa Self-Help Book Plus,Books,Rupa,299.88,50,3.5,4758,481
9384,Mamaearth Hair Oil Pro,Beauty,Mamaearth,1121.2,10,3.9,13152,444
9385,Milton Cookware Set Classic,Home & Kitchen,Milton,-10305.26,30,4.4,15751,305
9386,Apple Headphones Max,Electronics,Apple,10712.18,0,3.0,19416,322
9387,Bajaj Bedsheet Lite,Home & Kitchen,Bajaj,9895.64,0,1.9,7391,2
9388,WOW Face Wash Max,Beauty,WOW,2900.97,0,3.2,22144,169
9389,Allen Solly Jeans Plus,Fashion,Allen Solly,369.65,5,3.1,5930,53
9390,Decathlon Dumbbells Lite,Sports,Decathlon,5715.25,5,2.5,3278,137
9391,Cello Air Fryer Pro,Home & Kitchen,Cello,13307.41,0,1.9,18498,276
9392,LOreal Perfume Pro,Beauty,LOreal,2437.44,30,1.9,3722,301
9393,Decathlon Football 2026,Sports,Decathlon,1400.69,30,3.7,9302,217
9394,Yonex Cricket Bat Plus,Sports,Yonex,5411.78,0,3.5,15192,482
9395,Lakme Face Wash Lite,Beauty,Lakme,1443.43,15,3.5,10007,241
9396,WOW Lipstick Plus,Beauty,WOW,533.83,5,1.9,657,234
9397,Decathlon Cricket Bat Max,Sports,Decathlon,4085.01,0,2.5,6468,200
9398,OnePlus Smartphone Classic,Electronics,OnePlus,72256.43,0,2.5,24554,108
9399,Roadster Kurta Pro,Fashion,Roadster,4694.27,10,1.1,6048,217
9400,Rupa Biography Pro,Books,Rupa,388.34,5,3.8,18507,340
9401,Penguin Comic 2026,Books,Penguin,330.09,50,4.5,18946,373
9402,Samsung Headphones Lite,Electronics,Samsung,69606.18,20,,7819,226
9403,OnePlus Camera Lite,Electronics,OnePlus,43477.69,30,4.5,7377,91
9404,Philips Air Fryer Classic,Home & Kitchen,Philips,15723.16,0,2.1,24883,267
9405,Aashirvaad Atta 10kg 2026,Grocery,Aashirvaad,651.47,0,2.7,20395,190
9406,HarperCollins Biography Pro,Books,HarperCollins,404.09,5,4.0,18391,50
9407,Decathlon Cricket Bat Max,Sports,Decathlon,7998.18,0,2.9,10812,195
9408,HarperCollins Self-Help Book Lite,Books,HarperCollins,275.9,0,3.4,20603,90
9409,Allen Solly T-Shirt Lite,Fashion,Allen Solly,2278.71,5,1.3,13453,257
9410,Nivia Dumbbells Plus,Sports,Nivia,5851.18,0,2.9,6913,449
9411,Samsung Bluetooth Speaker Lite,Electronics,Samsung,63665.7,0,,19852,282
9412,Sony Headphones Classic,Electronics,Sony,7843.39,20,2.4,10141,74
9413,Milton Cookware Set Classic,Home & Kitchen,Milton,8573.83,40,3.8,18827,437
9414,Bloomsbury Comic Edition,Books,Bloomsbury,370.02,0,,20297,272
9415,Nivia Running Shoes Edition,Sports,Nivia,4129.15,15,4.1,18823,270
9416,Prestige Cookware Set Max,Home & Kitchen,Prestige,3794.93,40,2.2,23153,443
9417,HarperCollins Biography Plus,Books,HarperCollins,980.18,15,3.8,7726,482
9418,Noise Camera Pro,Electronics,Noise,53131.24,10,1.0,1886,58
9419,WOW Face Wash Edition,Beauty,WOW,2548.25,40,4.3,5303,49
9420,Aashirvaad Cooking Oil 1L Max,Grocery,Aashirvaad,558.38,5,1.2,17617,282
9421,Yonex Running Shoes Lite,Sports,Yonex,8667.96,30,,18418,204
9422,Allen Solly Sneakers Plus,Fashion,Allen Solly,2973.29,5,1.1,14624,13
9423,Lakme Perfume Edition,Beauty,Lakme,-1207.38,20,2.1,13469,113
9424,India Gate Tea Powder Edition,Grocery,India Gate,294.31,40,4.9,14534,223
9425,Rupa Comic Edition,Books,Rupa,795.48,30,3.6,17834,212
9426,Decathlon Running Shoes Max,Sports,Decathlon,4271.54,0,4.6,17608,73
9427,Prestige Bedsheet Plus,Home & Kitchen,Prestige,3648.64,50,2.0,12575,256
9428,Nike T-Shirt Lite,Fashion,Nike,1260.93,15,4.0,6926,454
9429,Cello Cookware Set Plus,Home & Kitchen,Cello,12442.5,0,,12612,77
9430,SG Football Max,Sports,SG,2274.94,0,3.9,21520,96
9431,WOW Face Wash Pro,Beauty,WOW,1197.12,0,4.2,14182,455
9432,Puma Jacket 2026,Fashion,Puma,4949.46,50,2.9,2570,486
9433,Prestige Bedsheet Classic,Home & Kitchen,Prestige,9270.76,10,1.6,6245,51
9434,Milton Mixer Grinder Classic,Home & Kitchen,Milton,10003.74,0,5.0,9857,449
9435,Yonex Cricket Bat Lite,Sports,Yonex,3340.96,40,2.8,22410,161
9436,SG Running Shoes Pro,Sports,SG,8173.86,50,1.8,3160,80
9437,India Gate Spice Combo Plus,Grocery,India Gate,401.43,50,3.7,7457,390
9438,Philips Mixer Grinder 2026,Home & Kitchen,Philips,14172.21,10,2.9,4554,52
9439,Aashirvaad Tea Powder Plus,Grocery,Aashirvaad,1077.16,40,3.5,19826,410
9440,OnePlus Power Bank Max,Electronics,OnePlus,83898.8,40,,10171,291
9441,Aashirvaad Cooking Oil 1L Pro,Grocery,Aashirvaad,1382.65,0,2.9,17738,8
9442,Milton Air Fryer Plus,Home & Kitchen,Milton,2909.19,0,3.8,19178,434
9443,Roadster Saree Classic,Fashion,Roadster,4338.29,0,2.9,19458,487
9444,Noise Camera Max,Electronics,Noise,32757.5,10,1.5,24115,174
9445,India Gate Spice Combo Plus,Grocery,India Gate,838.61,50,1.9,15113,174
9446,SG Running Shoes Pro,Sports,SG,2831.92,30,2.2,21992,228
9447,Noise Headphones Max,Electronics,Noise,76296.08,0,2.0,5808,157
9448,Yonex Dumbbells Edition,Sports,Yonex,6818.4,40,4.8,24325,223
9449,Sony Smartphone Edition,Electronics,Sony,83056.87,0,,19302,297
9450,Noise Tablet Edition,Electronics,Noise,40793.27,0,4.6,5296,21
9451,Apple Camera Max,Electronics,Apple,30747.02,0,5.0,4451,5
9452,Samsung Smartphone Plus,Electronics,Samsung,5297.11,0,2.0,4365,111
9453,Bloomsbury Novel Lite,Books,Bloomsbury,357.05,15,2.9,234,94
9454,Nivea Perfume Max,Beauty,Nivea,1165.06,10,4.3,16134,203
9455,LOreal Face Wash Edition,Beauty,LOreal,1516.41,15,2.6,5201,69
9456,Tata Spice Combo Pro,Grocery,Tata,77.86,30,,6285,335
9457,Prestige Mixer Grinder Edition,Home & Kitchen,Prestige,7356.75,5,2.6,12475,201
9458,Penguin Novel Lite,Books,Penguin,346.85,0,2.5,11043,270
9459,Nivea Lipstick Edition,Beauty,Nivea,1442.88,0,,15983,126
9460,Tata Rice 5kg Classic,Grocery,Tata,182.98,10,1.0,10511,433
9461,SG Cricket Bat Pro,Sports,SG,8266.59,40,4.7,12142,55
9462,Tata Atta 10kg Max,Grocery,Tata,714.91,0,2.4,18682,178
9463,Lakme Hair Oil Lite,Beauty,Lakme,1542.57,0,3.7,15057,55
9464,Tata Spice Combo 2026,Grocery,Tata,289.77,20,4.8,4184,212
9465,Cello Air Fryer Edition,Home & Kitchen,Cello,3569.92,0,3.8,2232,289
9466,WOW Face Wash Max,Beauty,WOW,454.75,0,2.1,19953,485
9467,Puma Sneakers Edition,Fashion,Puma,423.63,0,,10775,219
9468,Sony Headphones Edition,Electronics,Sony,43329.25,5,2.1,21397,232
9469,Yonex Yoga Mat Lite,Sports,Yonex,6589.85,5,4.4,4587,76
9470,WOW Face Wash 2026,Beauty,WOW,2536.87,0,4.0,1918,166
9471,Noise Camera Max,Electronics,Noise,49213.58,20,5.0,8531,165
9472,Rupa Self-Help Book Plus,Books,Rupa,646.49,0,,4152,104
9473,OnePlus Tablet Lite,Electronics,OnePlus,37919.42,20,2.2,7676,496
9474,Bloomsbury Textbook Plus,Books,Bloomsbury,172.35,0,3.6,14434,393
9475,Cello Vacuum Cleaner Classic,Home & Kitchen,Cello,2070.48,5,1.6,4022,220
9476,Fortune Rice 5kg 2026,Grocery,Fortune,358.66,50,4.2,4530,454
9477,Cello Mixer Grinder Max,Home & Kitchen,Cello,10559.23,20,,1226,489
9478,Levis Saree Pro,Fashion,Levis,3297.23,5,4.3,11236,390
9479,LOreal Perfume Pro,Beauty,LOreal,1368.32,20,4.2,17011,90
9480,Prestige Mixer Grinder Edition,Home & Kitchen,Prestige,1908.54,50,,6536,323
9481,SG Yoga Mat Classic,Sports,SG,2467.96,15,3.4,16937,206
9482,Roadster Watch Classic,Fashion,Roadster,2089.01,20,3.7,20741,50
9483,OnePlus Power Bank Edition,Electronics,OnePlus,41799.81,20,3.7,6712,312
9484,Apple Camera Max,Electronics,Apple,18842.88,0,3.3,19896,335
9485,Nike Watch Edition,Fashion,Nike,4132.45,0,4.6,6539,363
9486,Roadster Kurta Pro,Fashion,Roadster,4251.36,0,4.7,11976,316
9487,Nivea Face Wash Max,Beauty,Nivea,902.1,5,2.3,21418,132
9488,Mamaearth Face Wash Lite,Beauty,Mamaearth,1350.99,0,1.2,11047,317
9489,Fabindia Kurta 2026,Fashion,Fabindia,1273.3,50,2.0,3218,212
9490,Mi Camera Classic,Electronics,Mi,47513.0,0,4.6,13534,442
9491,Apple Power Bank Edition,Electronics,Apple,86850.17,0,,22250,491
9492,Tata Spice Combo Edition,Grocery,Tata,69.88,0,3.1,23959,360
9493,Nivea Perfume Pro,Beauty,Nivea,1892.88,5,,16237,43
9494,Lakme Hair Oil Lite,Beauty,Lakme,1243.08,50,,16776,445
9495,Samsung Laptop 2026,Electronics,Samsung,48156.03,10,4.3,23159,465
9496,Allen Solly Sunglasses Pro,Fashion,Allen Solly,2168.77,0,2.2,1860,451
9497,Allen Solly Watch Edition,Fashion,Allen Solly,4613.52,10,2.4,24174,53
9498,Fortune Atta 10kg Lite,Grocery,Fortune,1285.6,15,2.7,6257,130
9499,Nivea Hair Oil Pro,Beauty,Nivea,1294.58,0,4.9,7017,246
9500,Aashirvaad Tea Powder Max,Grocery,Aashirvaad,987.79,10,4.4,6811,156
9501,Sony Smartphone Edition,Electronics,Sony,68093.95,5,2.6,9016,290
9502,WOW Hair Oil Classic,Beauty,WOW,-735.58,5,4.5,22653,191
9503,Bajaj Air Fryer Plus,Home & Kitchen,Bajaj,3555.01,0,4.4,18476,431
9504,SG Cricket Bat Edition,Sports,SG,2814.6,0,4.5,16634,130
9505,Mi Laptop Pro,Electronics,Mi,53937.03,15,4.7,21939,400
9506,Rupa Self-Help Book Plus,Books,Rupa,270.4,10,4.5,610,272
9507,Aashirvaad Cooking Oil 1L Max,Grocery,Aashirvaad,1410.28,10,4.5,6924,177
9508,Decathlon Running Shoes 2026,Sports,Decathlon,9812.94,0,3.3,8786,406
9509,Milton Curtains 2026,Home & Kitchen,Milton,7610.83,0,,16548,485
9510,Noise Smartwatch Classic,Electronics,Noise,11197.58,0,3.6,11583,45
9511,Mamaearth Sunscreen Plus,Beauty,Mamaearth,1617.95,0,3.4,24179,86
9512,Nivia Cricket Bat Pro,Sports,Nivia,9709.62,10,,24632,214
9513,Bajaj Air Fryer Lite,Home & Kitchen,Bajaj,4956.71,50,4.2,19243,424
9514,Bajaj Air Fryer Pro,Home & Kitchen,Bajaj,15340.26,30,4.6,2275,301
9515,LOreal Face Wash Max,Beauty,LOreal,2331.43,40,1.0,8076,61
9516,boAt Headphones Classic,Electronics,boAt,42057.47,30,2.3,24345,307
9517,India Gate Tea Powder Plus,Grocery,India Gate,1349.54,50,3.2,1599,180
9518,Aashirvaad Tea Powder Edition,Grocery,Aashirvaad,885.52,0,2.5,11290,234
9519,Nivia Yoga Mat Pro,Sports,Nivia,8645.44,30,2.2,17324,220
9520,Fabindia T-Shirt Lite,Fashion,Fabindia,2366.46,10,2.9,22060,379
9521,LOreal Perfume 2026,Beauty,LOreal,2702.37,15,2.7,10070,135
9522,Milton Air Fryer Lite,Home & Kitchen,Milton,12389.56,0,4.0,12522,334
9523,Sony Laptop Pro,Electronics,Sony,12051.83,50,1.7,23950,433
9524,Tata Atta 10kg Lite,Grocery,Tata,930.14,20,3.2,17068,104
9525,Yonex Football Pro,Sports,Yonex,1236.47,15,3.0,12361,447
9526,Nivea Hair Oil Edition,Beauty,Nivea,2341.65,50,,22221,418
9527,Mi Bluetooth Speaker Edition,Electronics,Mi,77092.6,0,1.1,11944,237
9528,Nike Jacket Lite,Fashion,Nike,4287.15,15,4.2,21665,491
9529,Tata Cooking Oil 1L Plus,Grocery,Tata,519.51,20,3.0,559,416
9530,Aashirvaad Cooking Oil 1L Lite,Grocery,Aashirvaad,255.55,40,1.5,18316,440
9531,Sony Power Bank Edition,Electronics,Sony,45282.01,10,4.8,22498,447
9532,Fortune Atta 10kg Max,Grocery,Fortune,1055.89,15,,20758,264
9533,Allen Solly Sunglasses Max,Fashion,Allen Solly,4370.9,20,4.6,5085,222
9534,Mi Headphones Classic,Electronics,Mi,-47663.19,0,1.8,18460,478
9535,Lakme Hair Oil Plus,Beauty,Lakme,1669.99,20,4.3,24238,141
9536,Levis Sneakers Edition,Fashion,Levis,4170.59,40,1.4,6832,66
9537,Yonex Cricket Bat 2026,Sports,Yonex,7137.12,0,2.7,10508,155
9538,Penguin Novel Edition,Books,Penguin,550.77,10,1.4,24821,297
9539,Fortune Tea Powder Plus,Grocery,Fortune,251.31,5,,2620,258
9540,WOW Hair Oil Classic,Beauty,WOW,2627.7,30,1.6,2601,380
9541,Penguin Comic Lite,Books,Penguin,941.33,0,2.7,6776,133
9542,WOW Lipstick Plus,Beauty,WOW,1217.8,30,4.7,5441,47
9543,Milton Bedsheet Edition,Home & Kitchen,Milton,3239.27,30,1.8,6551,26
9544,Samsung Smartphone Max,Electronics,Samsung,20793.61,0,1.1,2314,166
9545,Penguin Biography Plus,Books,Penguin,446.16,15,3.9,2446,188
9546,Puma Kurta Lite,Fashion,Puma,3522.47,0,1.9,11340,283
9547,Mamaearth Sunscreen Max,Beauty,Mamaearth,481.86,15,3.6,15790,324
9548,Samsung Headphones Pro,Electronics,Samsung,18187.95,0,3.6,21929,129
9549,Samsung Smartwatch Classic,Electronics,Samsung,66079.39,10,4.0,9114,172
9550,Rupa Novel Classic,Books,Rupa,858.82,20,4.9,14487,198
9551,Rupa Comic Lite,Books,Rupa,950.07,5,,24679,106
9552,Levis T-Shirt Pro,Fashion,Levis,4801.69,30,3.1,5569,443
9553,India Gate Rice 5kg Pro,Grocery,India Gate,699.08,0,1.7,19913,423
9554,Noise Bluetooth Speaker Pro,Electronics,Noise,11619.1,20,3.7,15884,189
9555,Samsung Laptop Edition,Electronics,Samsung,38889.63,50,4.1,19987,341
9556,SG Running Shoes Edition,Sports,SG,3206.13,15,1.7,20362,188
9557,WOW Face Wash 2026,Beauty,WOW,270.17,15,1.5,13949,298
9558,SG Running Shoes Edition,Sports,SG,9419.32,0,3.2,3663,273
9559,Fortune Cooking Oil 1L Max,Grocery,Fortune,124.22,0,3.0,3270,228
9560,Mamaearth Face Wash Lite,Beauty,Mamaearth,603.34,20,3.1,14513,10
9561,Tata Atta 10kg Edition,Grocery,Tata,511.67,0,5.0,4461,196
9562,Fabindia Kurta Plus,Fashion,Fabindia,4642.77,0,4.9,20891,347
9563,Fabindia Jacket 2026,Fashion,Fabindia,1579.41,0,4.5,355,423
9564,Prestige Cookware Set Pro,Home & Kitchen,Prestige,13249.9,0,4.4,4201,213
9565,SG Yoga Mat Plus,Sports,SG,8801.7,15,1.3,20404,228
9566,Fortune Tea Powder Pro,Grocery,Fortune,1126.44,10,2.6,21517,438
9567,Rupa Textbook Pro,Books,Rupa,127.85,10,4.2,22128,422
9568,HarperCollins Comic Plus,Books,HarperCollins,482.81,0,1.4,23827,172
9569,Nike T-Shirt Plus,Fashion,Nike,1247.77,0,1.6,8597,220
9570,Apple Tablet Max,Electronics,Apple,44173.48,50,,24034,451
9571,HarperCollins Textbook Pro,Books,HarperCollins,614.3,0,3.9,11342,408
9572,HarperCollins Self-Help Book Plus,Books,HarperCollins,307.34,5,1.8,19988,181
9573,HarperCollins Comic Classic,Books,HarperCollins,526.49,40,4.2,1897,140
9574,Allen Solly T-Shirt Pro,Fashion,Allen Solly,3427.27,15,,10854,138
9575,Nike Jeans 2026,Fashion,Nike,3436.72,15,2.0,2945,258
9576,Lakme Face Wash 2026,Beauty,Lakme,1395.18,10,4.3,1470,261
9577,Nike Watch 2026,Fashion,Nike,4344.75,0,5.0,10221,255
9578,WOW Perfume Edition,Beauty,WOW,2262.7,15,3.9,11277,421
9579,SG Cricket Bat Plus,Sports,SG,5402.93,50,2.5,1263,253
9580,Mamaearth Sunscreen Pro,Beauty,Mamaearth,702.54,5,4.2,4957,291
9581,HarperCollins Comic Pro,Books,HarperCollins,660.56,5,4.0,21769,318
9582,WOW Lipstick Classic,Beauty,WOW,2232.87,0,3.1,13146,147
9583,Bloomsbury Self-Help Book 2026,Books,Bloomsbury,327.32,10,1.9,12443,205
9584,Levis T-Shirt Lite,Fashion,Levis,2575.04,30,,10983,317
9585,Penguin Biography Classic,Books,Penguin,687.77,15,3.9,14078,171
9586,WOW Lipstick Classic,Beauty,WOW,154.36,0,1.8,22018,38
9587,Mamaearth Perfume Lite,Beauty,Mamaearth,625.39,0,4.7,9777,337
9588,Bajaj Cookware Set Plus,Home & Kitchen,Bajaj,11301.42,40,2.0,1899,10
9589,Philips Cookware Set Edition,Home & Kitchen,Philips,10297.03,50,1.8,15937,342
9590,Decathlon Running Shoes Classic,Sports,Decathlon,3323.74,0,2.9,15185,180
9591,Rupa Novel Pro,Books,Rupa,929.11,20,4.1,11829,317
9592,India Gate Atta 10kg Pro,Grocery,India Gate,948.56,0,4.4,17119,35
9593,Lakme Face Wash 2026,Beauty,Lakme,2242.35,30,,21748,421
9594,SG Yoga Mat Classic,Sports,SG,1198.97,0,2.7,4012,353
9595,WOW Perfume Edition,Beauty,WOW,2571.12,15,3.9,22667,410
9596,Roadster Jeans 2026,Fashion,Roadster,3497.17,0,1.2,12557,386
9597,Nivea Face Wash Lite,Beauty,Nivea,2602.04,0,1.4,6807,171
9598,Puma Sneakers 2026,Fashion,Puma,3402.8,15,3.9,8935,467
9599,Noise Camera Max,Electronics,Noise,59892.74,20,4.2,15184,230
9600,Noise Tablet Plus,Electronics,Noise,44390.14,20,1.5,1108,59
