review_id,customer_id,product_id,rating,review_text,review_date,verified_purchase
300742,7880,9209,1,Item arrived damaged.,2025-03-12,True
300743,6359,9417,3,Decent but delivery was late.,2022-02-11,False
300744,7072,9323,5,"Loved it, will buy again.",2024-07-17,True
300745,7471,9007,2,"Poor quality, disappointed.",2026-04-04,False
300746,6618,9260,1,Item arrived damaged.,2024-09-22,True
300747,6351,9013,1,,2023-02-12,True
300748,6469,9489,3,,2023-08-14,True
300749,7853,9357,3,"Product is okay, nothing special.",2022-02-24,True
300750,7575,9480,3,,2025-10-20,True
300751,7568,9102,2,Not worth the price.,2026-01-25,True
300752,7367,9514,2,"Poor quality, disappointed.",2022-01-17,False
300753,7096,9582,1,,2024-09-07,True
300754,5629,9101,4,Excellent quality and fast delivery.,2024-08-20,True
300755,5648,9106,3,"Product is okay, nothing special.",2025-11-04,False
300756,6810,9438,1,"Poor quality, disappointed.",2024-05-16,True
300757,5868,9394,1,Stopped working after a week.,2024-08-10,True
300758,7349,9354,1,,2025-10-18,False
300759,6112,9235,1,Not worth the price.,2024-05-15,False
300760,6719,9513,1,Stopped working after a week.,2022-05-23,True
300761,7956,9493,1,Item arrived damaged.,2025-10-10,False
300762,6945,9449,2,Stopped working after a week.,2024-09-10,True
300763,6975,9576,3,"Product is okay, nothing special.",2026-04-26,True
300764,5059,9576,5,"Loved it, will buy again.",2024-05-31,False
300765,6232,9386,5,"Great product, worth the money!",2022-10-13,True
300766,6222,9449,3,Decent but delivery was late.,2026-07-21,True
300767,5360,9020,3,,2026-04-18,True
300768,6675,9530,1,Item arrived damaged.,2024-08-05,True
300769,6307,9269,2,"Poor quality, disappointed.",2026-05-19,True
300770,7550,9476,1,Item arrived damaged.,2025-08-14,True
300771,7484,9443,1,Not worth the price.,2026-03-16,True
300772,7256,9340,3,Decent but delivery was late.,2024-12-02,True
300773,7236,9148,2,Stopped working after a week.,2025-07-05,True
300774,5250,9429,4,Excellent quality and fast delivery.,2024-02-10,True
300775,7239,9434,4,Superb value for money.,2025-01-20,True
300776,6008,9401,1,Not worth the price.,2022-12-18,True
300777,7710,9430,5,"Great product, worth the money!",2022-04-20,True
300778,5870,9282,1,"Poor quality, disappointed.",2022-05-20,True
300779,5639,9045,4,"Exactly as described, very happy.",2023-07-29,True
300780,5323,9470,2,"Poor quality, disappointed.",2024-07-22,True
300781,7119,9428,5,Excellent quality and fast delivery.,2025-02-16,True
300782,5768,9208,4,"Exactly as described, very happy.",2022-02-17,True
300783,7828,9316,2,Item arrived damaged.,2022-07-05,True
300784,6866,9244,2,"Poor quality, disappointed.",2022-08-06,True
300785,7667,9002,1,"Poor quality, disappointed.",2023-11-09,True
300786,7274,9244,3,"Product is okay, nothing special.",2022-08-31,True
300787,6284,9558,5,"Exactly as described, very happy.",2026-04-12,True
300788,7009,9059,5,"Great product, worth the money!",2024-10-07,True
300789,6967,9513,3,Decent but delivery was late.,2024-08-09,True
300790,6555,9002,2,Item arrived damaged.,2025-11-13,True
300791,7481,9529,5,"Loved it, will buy again.",2025-07-09,False
300792,7148,9203,1,Stopped working after a week.,2025-02-01,False
300793,7286,9550,5,"Exactly as described, very happy.",2026-05-04,True
300794,6967,9314,4,Superb value for money.,2022-01-21,False
300795,5866,9431,1,Stopped working after a week.,2023-10-15,True
300796,7231,9112,5,"Great product, worth the money!",2023-10-01,False
300797,5020,9008,3,"Average quality, expected more.",2024-08-09,True
300798,5572,9461,4,"Exactly as described, very happy.",2023-11-15,False
300799,6491,9460,3,"Product is okay, nothing special.",2026-05-13,True
300800,6280,9003,2,Item arrived damaged.,2026-03-04,True
300801,5681,9136,5,"Exactly as described, very happy.",2022-02-18,True
300802,7949,9352,5,"Great product, worth the money!",2025-08-03,True
300803,7402,9444,4,Superb value for money.,2026-07-24,True
300804,7716,9135,4,Superb value for money.,2022-08-30,True
300805,7360,9456,2,Stopped working after a week.,2025-12-21,False
300806,5225,9066,3,"Product is okay, nothing special.",2023-12-05,True
300807,6678,9270,4,Superb value for money.,2023-08-27,True
300808,5132,9428,3,Decent but delivery was late.,2024-07-01,False
300809,6078,9412,2,,2025-03-11,True
300810,6654,9416,2,Stopped working after a week.,2024-05-27,False
300811,6264,9164,2,Item arrived damaged.,2023-12-12,False
300812,5223,9421,3,"Average quality, expected more.",2026-04-30,True
300813,7650,9167,1,"Poor quality, disappointed.",2024-10-29,True
300814,5804,9080,2,Stopped working after a week.,2026-08-03,False
300815,5857,9596,2,Stopped working after a week.,2023-05-25,False
300816,6634,9590,2,"Poor quality, disappointed.",2023-07-07,True
300817,6794,9281,2,Not worth the price.,2022-07-30,False
300818,7370,9422,4,"Exactly as described, very happy.",2022-11-10,True
300819,6805,9122,3,"Average quality, expected more.",2025-05-31,True
300820,7507,9316,3,Decent but delivery was late.,2022-08-23,True
300821,7802,9014,5,Excellent quality and fast delivery.,2024-05-03,True
300822,6971,9036,4,,2025-12-27,True
300823,7636,9488,5,"Exactly as described, very happy.",2024-05-19,True
300824,6572,9025,5,"Great product, worth the money!",2025-02-18,True
300825,6462,9070,3,"Product is okay, nothing special.",2022-03-07,True
300826,6790,9599,3,"Product is okay, nothing special.",2022-04-16,True
300827,6097,9429,3,"Average quality, expected more.",2023-11-02,True
300828,6452,9466,5,,2022-05-27,True
300829,6504,9321,1,Not worth the price.,2024-08-14,True
300830,5440,9036,1,Item arrived damaged.,2024-06-27,True
300831,5473,9305,4,Excellent quality and fast delivery.,2023-01-03,False
300832,5304,9277,1,"Poor quality, disappointed.",2022-06-09,True
300833,5940,9585,1,Not worth the price.,2026-05-15,False
300834,7334,9185,4,"Loved it, will buy again.",2025-10-22,False
300835,5794,9318,4,Excellent quality and fast delivery.,2022-07-08,True
300836,5100,9377,4,Superb value for money.,2024-01-29,False
300837,5844,9390,1,Stopped working after a week.,2024-10-06,False
300838,6501,9041,2,,2024-10-19,True
300839,5717,9391,2,Item arrived damaged.,2023-05-06,False
300840,6840,9516,4,"Exactly as described, very happy.",2022-04-04,True
300841,5307,9123,2,Stopped working after a week.,2023-03-27,False
300842,7634,9231,1,Stopped working after a week.,2023-06-03,True
300843,6951,9197,1,Not worth the price.,2023-04-09,True
300844,6026,9349,5,"Great product, worth the money!",2026-06-21,True
300845,5440,9339,3,"Average quality, expected more.",2025-10-31,False
300846,7028,9352,3,Decent but delivery was late.,2024-07-03,True
300847,5587,9479,4,"Great product, worth the money!",2022-07-13,False
300848,5367,9438,3,Decent but delivery was late.,2025-02-25,True
300849,5711,9465,4,Superb value for money.,2025-06-22,True
300850,5847,9545,5,Superb value for money.,2023-03-04,True
300851,5873,9164,4,"Exactly as described, very happy.",2026-04-10,True
300852,5677,9205,1,Item arrived damaged.,2025-02-26,True
300853,7301,9102,2,"Poor quality, disappointed.",2024-05-10,True
300854,5608,9242,1,Item arrived damaged.,2026-07-27,True
300855,7743,9444,5,Excellent quality and fast delivery.,2025-06-08,True
300856,7980,9453,1,Item arrived damaged.,2022-02-20,True
300857,7734,9500,5,"Exactly as described, very happy.",2022-04-26,True
300858,7478,9096,5,Superb value for money.,2025-07-30,True
300859,5934,9056,1,Stopped working after a week.,2023-03-21,False
300860,7795,9189,3,"Product is okay, nothing special.",2023-09-03,True
300861,6700,9258,5,"Exactly as described, very happy.",2022-06-27,True
300862,7587,9261,5,,2023-11-06,True
300863,5809,9276,3,Decent but delivery was late.,2024-11-20,False
300864,6337,9026,3,"Product is okay, nothing special.",2022-12-20,False
300865,5050,9027,3,Decent but delivery was late.,2022-03-22,False
300866,6418,9098,3,Decent but delivery was late.,2022-08-10,True
300867,7391,9546,1,"Poor quality, disappointed.",2024-12-17,False
300868,5691,9298,1,Stopped working after a week.,2022-07-20,True
300869,6567,9083,5,Superb value for money.,2024-07-25,True
300870,7875,9113,2,Not worth the price.,2024-02-24,True
300871,7064,9149,3,Decent but delivery was late.,2025-04-07,True
300872,6976,9105,5,Excellent quality and fast delivery.,2024-11-20,False
300873,7619,9311,3,"Average quality, expected more.",2024-05-25,True
300874,6380,9596,1,"Poor quality, disappointed.",2023-03-11,True
300875,6050,9305,5,"Loved it, will buy again.",2023-07-08,False
300876,6440,9144,1,"Poor quality, disappointed.",2023-11-13,True
300877,6828,9481,1,"Poor quality, disappointed.",2024-12-19,True
300878,7192,9302,3,Decent but delivery was late.,2023-12-27,True
300879,6499,9423,1,Stopped working after a week.,2023-08-01,True
300880,7484,9069,4,Superb value for money.,2023-07-15,True
300881,7002,9214,1,Item arrived damaged.,2022-07-11,False
300882,6761,9292,2,Not worth the price.,2025-11-30,True
300883,6783,9444,2,Not worth the price.,2022-01-01,False
300884,6242,9313,2,Item arrived damaged.,2023-01-31,True
300885,5588,9180,3,"Product is okay, nothing special.",2026-04-09,True
300886,6340,9600,3,"Average quality, expected more.",2023-04-30,True
300887,5775,9279,3,"Product is okay, nothing special.",2025-12-11,True
300888,7254,9527,5,Superb value for money.,2025-09-19,True
300889,7322,9314,3,"Product is okay, nothing special.",2023-11-04,True
300890,6135,9428,3,Decent but delivery was late.,2026-01-01,False
300891,7210,9402,2,"Poor quality, disappointed.",2022-09-01,True
300892,5225,9389,5,"Great product, worth the money!",2023-12-01,True
300893,5921,9449,3,Decent but delivery was late.,2025-04-24,True
300894,5384,9096,5,"Loved it, will buy again.",2023-11-13,True
300895,5462,9503,1,Not worth the price.,2024-01-27,True
300896,7723,9538,5,Superb value for money.,2025-09-10,True
300897,6688,9017,4,"Loved it, will buy again.",2022-04-21,True
300898,6351,9138,4,Superb value for money.,2026-04-26,True
300899,7661,9433,1,"Poor quality, disappointed.",2025-03-07,False
300900,7846,9359,4,Excellent quality and fast delivery.,2024-05-30,True
300901,6952,9487,5,"Exactly as described, very happy.",2026-03-24,True
300902,5372,9460,4,"Exactly as described, very happy.",2025-07-20,True
300903,7071,9427,5,Superb value for money.,2023-02-02,False
300904,6928,9217,5,"Exactly as described, very happy.",2022-02-06,True
300905,7870,9544,2,Item arrived damaged.,2026-07-26,True
300906,5756,9143,5,,2026-03-06,True
300907,7201,9129,4,Superb value for money.,2025-05-19,True
300908,7723,9173,3,Decent but delivery was late.,2022-12-08,True
300909,6592,9192,2,"Poor quality, disappointed.",2023-07-29,True
300910,7580,9108,1,Item arrived damaged.,2024-12-10,True
300911,6102,9199,3,Decent but delivery was late.,2022-05-22,True
300912,5261,9156,4,Superb value for money.,2022-12-17,True
300913,5360,9282,2,Not worth the price.,2025-06-25,False
300914,7297,9336,4,"Loved it, will buy again.",2023-09-15,False
300915,6824,9201,1,Stopped working after a week.,2023-07-21,True
300916,5193,9281,4,"Great product, worth the money!",2022-07-01,True
300917,7784,9040,5,Excellent quality and fast delivery.,2022-08-02,False
300918,5515,9593,4,"Great product, worth the money!",2025-09-01,True
300919,7459,9583,4,Excellent quality and fast delivery.,2024-05-21,False
300920,5812,9305,1,Item arrived damaged.,2026-06-13,True
300921,6565,9434,4,Superb value for money.,2023-06-30,True
300922,5526,9349,1,,2022-05-29,True
300923,7587,9399,5,"Great product, worth the money!",2022-08-07,True
300924,6496,9519,1,,2025-01-23,True
300925,6897,9117,1,,2026-07-18,True
300926,7575,9003,4,,2025-07-09,True
300927,7740,9599,4,"Great product, worth the money!",2023-03-16,True
300928,5151,9162,5,"Great product, worth the money!",2025-11-27,True
300929,6131,9077,3,Decent but delivery was late.,2026-04-09,True
300930,7375,9121,2,Stopped working after a week.,2024-07-02,True
300931,5958,9117,4,,2026-01-28,False
300932,5620,9101,5,"Great product, worth the money!",2025-12-05,True
300933,5770,9105,3,"Product is okay, nothing special.",2023-11-04,True
300934,5838,9111,2,Stopped working after a week.,2023-11-11,False
300935,6024,9014,3,Decent but delivery was late.,2024-07-07,True
300936,7415,9041,1,"Poor quality, disappointed.",2024-09-18,False
300937,6141,9261,1,Stopped working after a week.,2022-01-20,True
300938,5577,9151,5,Superb value for money.,2024-11-30,False
300939,6740,9157,4,Superb value for money.,2026-07-03,True
300940,7248,9472,3,"Product is okay, nothing special.",2022-09-23,True
300941,7624,9354,2,Stopped working after a week.,2025-09-15,False
300942,6341,9266,4,"Loved it, will buy again.",2023-02-15,True
300943,7586,9039,5,"Loved it, will buy again.",2023-12-06,True
300944,5345,9092,2,Item arrived damaged.,2025-01-23,True
300945,6718,9007,1,Not worth the price.,2025-12-07,False
300946,5688,9389,4,"Loved it, will buy again.",2025-04-03,True
300947,5690,9566,3,"Product is okay, nothing special.",2025-11-17,False
300948,6739,9013,3,Decent but delivery was late.,2023-03-17,True
300949,6939,9274,5,Superb value for money.,2022-10-26,True
300950,7501,9181,1,"Poor quality, disappointed.",2023-08-22,False
300951,5367,9382,4,"Exactly as described, very happy.",2022-12-03,True
300952,5983,9066,1,Item arrived damaged.,2026-07-20,True
300953,7420,9586,1,Stopped working after a week.,2025-09-16,True
300954,5397,9573,5,"Loved it, will buy again.",2023-05-30,True
300955,5227,9519,2,Stopped working after a week.,2024-02-16,False
300956,5997,9560,1,"Poor quality, disappointed.",2026-07-26,True
300957,6916,9524,2,"Poor quality, disappointed.",2024-04-17,True
300958,7149,9274,4,Superb value for money.,2025-01-16,False
300959,6893,9075,1,Not worth the price.,2022-06-17,False
300960,6720,9123,2,"Poor quality, disappointed.",2024-07-17,True
300961,7319,9422,2,"Poor quality, disappointed.",2024-11-17,True
300962,5804,9543,2,Item arrived damaged.,2023-12-28,True
300963,5034,9272,4,"Great product, worth the money!",2022-09-09,True
300964,5015,9471,3,"Product is okay, nothing special.",2023-05-31,True
300965,5076,9458,4,Superb value for money.,2025-05-22,True
300966,6837,9016,1,Stopped working after a week.,2026-01-12,False
300967,6920,9136,3,"Average quality, expected more.",2024-01-29,False
300968,7438,9254,1,Not worth the price.,2022-11-14,True
300969,7410,9511,1,"Poor quality, disappointed.",2025-04-15,False
300970,5090,9499,2,Item arrived damaged.,2024-06-24,True
300971,6137,9092,5,Excellent quality and fast delivery.,2025-08-18,True
300972,7310,9285,2,Not worth the price.,2025-04-26,True
300973,5692,9201,2,Stopped working after a week.,2026-06-10,True
300974,5128,9561,2,Stopped working after a week.,2026-04-19,True
300975,7096,9217,4,"Great product, worth the money!",2025-09-10,True
300976,6529,9463,1,"Poor quality, disappointed.",2025-09-23,True
300977,5958,9057,5,Superb value for money.,2023-03-19,False
300978,7881,9474,2,Stopped working after a week.,2022-12-31,True
300979,6567,9570,5,Excellent quality and fast delivery.,2024-05-22,True
300980,7684,9177,5,"Loved it, will buy again.",2026-05-25,True
300981,5184,9042,2,"Poor quality, disappointed.",2024-08-14,True
300982,6948,9412,1,,2025-07-03,False
300983,7548,9263,4,"Great product, worth the money!",2026-01-11,True
300984,5165,9246,2,Stopped working after a week.,2024-06-05,True
300985,5539,9010,4,,2023-07-27,False
300986,7527,9012,3,"Average quality, expected more.",2024-09-03,True
300987,7368,9258,2,Not worth the price.,2024-01-02,True
300988,5437,9199,1,Not worth the price.,2025-06-28,False
300989,7686,9095,1,Not worth the price.,2022-02-02,True
300990,5025,9500,2,Item arrived damaged.,2024-09-07,True
300991,5060,9020,1,Stopped working after a week.,2023-09-03,True
300992,5980,9449,3,"Average quality, expected more.",2023-01-28,False
300993,5670,9189,3,"Product is okay, nothing special.",2024-04-12,False
300994,6384,9010,3,"Product is okay, nothing special.",2026-05-05,True
300995,5495,9274,4,"Exactly as described, very happy.",2023-01-30,True
300996,5782,9005,3,"Average quality, expected more.",2025-08-07,True
300997,6049,9302,2,"Poor quality, disappointed.",2025-12-17,True
300998,6866,9406,4,"Exactly as described, very happy.",2024-10-16,True
300999,7975,9361,1,Not worth the price.,2023-08-08,False
301000,5250,9211,2,"Poor quality, disappointed.",2023-08-06,True
301001,7636,9468,4,"Loved it, will buy again.",2022-03-21,True
301002,7227,9292,2,"Poor quality, disappointed.",2025-02-17,True
301003,7671,9131,3,"Product is okay, nothing special.",2022-11-28,True
301004,5676,9143,2,Stopped working after a week.,2023-09-20,True
301005,5612,9332,4,"Great product, worth the money!",2025-01-04,True
301006,7048,9232,1,Not worth the price.,2024-12-16,True
301007,6713,9503,4,,2023-07-15,True
301008,7219,9121,5,"Loved it, will buy again.",2024-03-19,False
301009,7846,9278,2,Not worth the price.,2022-09-25,True
301010,5890,9551,4,Excellent quality and fast delivery.,2023-08-10,True
301011,5778,9465,1,Item arrived damaged.,2025-08-29,True
301012,5075,9269,2,Stopped working after a week.,2026-02-14,True
301013,6590,9568,5,"Great product, worth the money!",2022-05-06,True
301014,5377,9299,1,Stopped working after a week.,2025-11-14,True
301015,7393,9094,2,Not worth the price.,2024-08-12,True
301016,5555,9503,4,Excellent quality and fast delivery.,2026-03-20,True
301017,7667,9167,5,"Exactly as described, very happy.",2023-01-30,False
301018,5662,9090,3,"Average quality, expected more.",2024-12-01,True
301019,7927,9178,3,"Average quality, expected more.",2023-09-17,True
301020,7199,9033,1,Item arrived damaged.,2023-01-30,True
301021,6783,9412,1,Not worth the price.,2026-07-22,True
301022,5213,9146,4,"Great product, worth the money!",2024-08-14,False
301023,7260,9039,3,"Average quality, expected more.",2025-07-09,False
301024,6188,9278,4,"Exactly as described, very happy.",2024-07-07,False
301025,5673,9233,1,Stopped working after a week.,2025-11-15,True
301026,7688,9464,2,"Poor quality, disappointed.",2023-08-20,True
301027,5196,9566,4,"Exactly as described, very happy.",2026-03-14,True
301028,7839,9065,5,"Great product, worth the money!",2024-01-13,True
301029,5121,9385,5,"Great product, worth the money!",2025-03-23,True
301030,6325,9186,3,"Average quality, expected more.",2024-06-03,True
301031,7219,9211,2,"Poor quality, disappointed.",2023-10-07,False
301032,5285,9071,2,Not worth the price.,2024-09-06,True
301033,7335,9588,3,Decent but delivery was late.,2022-01-11,False
301034,7467,9145,1,Item arrived damaged.,2023-01-28,True
301035,7528,9598,3,"Product is okay, nothing special.",2024-03-30,True
301036,7768,9462,2,Stopped working after a week.,2022-01-15,True
301037,6136,9125,2,Not worth the price.,2025-12-28,False
301038,7613,9006,5,Superb value for money.,2022-09-04,True
301039,5147,9073,5,"Great product, worth the money!",2023-08-13,True
301040,7606,9183,3,Decent but delivery was late.,2026-01-31,True
301041,6300,9451,2,Not worth the price.,2024-09-05,True
301042,7781,9543,5,"Great product, worth the money!",2024-03-11,False
301043,5436,9449,4,Superb value for money.,2024-01-25,True
301044,6050,9435,1,Item arrived damaged.,2024-04-08,True
301045,7261,9019,5,"Loved it, will buy again.",2023-03-03,True
301046,7383,9252,5,"Exactly as described, very happy.",2022-10-13,True
301047,7217,9296,4,Superb value for money.,2022-04-22,True
301048,5797,9039,3,"Product is okay, nothing special.",2024-04-30,True
301049,7200,9215,5,Superb value for money.,2025-05-19,False
301050,6214,9282,4,"Exactly as described, very happy.",2026-07-25,True
301051,6521,9070,4,"Exactly as described, very happy.",2023-10-04,True
301052,5609,9035,1,"Poor quality, disappointed.",2025-02-26,True
301053,6367,9578,5,Excellent quality and fast delivery.,2025-06-07,True
301054,7168,9054,2,Item arrived damaged.,2024-05-13,False
301055,6568,9451,1,Stopped working after a week.,2026-02-28,True
301056,5125,9268,4,Excellent quality and fast delivery.,2024-07-08,True
301057,7851,9375,5,"Exactly as described, very happy.",2024-10-08,True
301058,5448,9232,3,"Product is okay, nothing special.",2026-06-19,True
301059,5045,9109,4,"Great product, worth the money!",2025-01-25,True
301060,6289,9243,3,,2024-09-01,True
301061,5418,9515,3,"Average quality, expected more.",2022-03-28,True
301062,5714,9492,1,Not worth the price.,2024-04-14,True
301063,6580,9039,3,Decent but delivery was late.,2023-06-30,True
301064,6982,9489,5,"Exactly as described, very happy.",2022-12-05,True
301065,6018,9392,1,"Poor quality, disappointed.",2024-04-17,True
301066,5624,9122,5,Excellent quality and fast delivery.,2023-04-03,True
301067,7141,9055,3,Decent but delivery was late.,2023-07-16,True
301068,6603,9149,5,"Great product, worth the money!",2022-04-25,False
301069,5730,9484,1,Item arrived damaged.,2022-10-04,True
301070,7195,9388,3,Decent but delivery was late.,2022-03-31,False
301071,6637,9237,2,Not worth the price.,2026-04-19,True
301072,7712,9011,3,Decent but delivery was late.,2024-06-22,True
301073,7362,9149,2,Item arrived damaged.,2023-10-05,True
301074,5838,9282,4,Superb value for money.,2022-11-09,True
301075,5250,9561,1,Stopped working after a week.,2026-03-02,True
301076,5049,9020,4,Excellent quality and fast delivery.,2023-04-30,True
301077,7070,9582,1,Not worth the price.,2022-12-31,True
301078,6977,9515,2,Not worth the price.,2024-03-01,False
301079,7011,9300,2,"Poor quality, disappointed.",2022-06-29,True
301080,6785,9157,1,Item arrived damaged.,2025-03-22,False
301081,7402,9545,5,Excellent quality and fast delivery.,2025-08-07,True
301082,6192,9594,5,Superb value for money.,2024-04-01,True
301083,7716,9452,3,"Average quality, expected more.",2026-01-08,False
301084,6013,9033,3,"Product is okay, nothing special.",2024-04-08,True
301085,6893,9294,5,"Exactly as described, very happy.",2025-11-30,False
301086,7852,9306,2,Item arrived damaged.,2022-08-21,False
301087,5622,9085,3,"Product is okay, nothing special.",2022-09-25,False
301088,7132,9214,1,,2022-07-12,True
301089,6894,9217,3,"Average quality, expected more.",2025-07-25,True
301090,5468,9132,4,"Loved it, will buy again.",2025-01-28,True
301091,7435,9600,2,Stopped working after a week.,2025-03-28,True
301092,5394,9140,4,Excellent quality and fast delivery.,2025-04-29,True
301093,5787,9402,4,"Loved it, will buy again.",2024-05-12,True
301094,6177,9161,4,"Great product, worth the money!",2023-02-10,False
301095,7185,9228,5,"Exactly as described, very happy.",2025-02-21,False
301096,7801,9198,5,"Loved it, will buy again.",2022-08-18,True
301097,6763,9236,4,,2024-12-11,True
301098,7609,9048,1,Not worth the price.,2024-10-11,True
301099,6119,9248,5,"Loved it, will buy again.",2024-07-08,False
301100,7743,9157,4,Superb value for money.,2024-09-10,False
301101,6066,9567,3,"Average quality, expected more.",2023-09-05,True
301102,6626,9296,2,Not worth the price.,2024-09-28,True
301103,6639,9210,2,Item arrived damaged.,2023-05-23,True
301104,6482,9373,3,"Product is okay, nothing special.",2023-01-01,True
301105,6741,9287,5,"Great product, worth the money!",2025-02-05,False
301106,5691,9450,2,"Poor quality, disappointed.",2025-11-09,False
301107,7081,9336,2,Stopped working after a week.,2026-02-01,True
301108,6825,9048,5,"Exactly as described, very happy.",2022-04-10,True
301109,6988,9076,2,Item arrived damaged.,2022-09-24,False
301110,5364,9296,1,Stopped working after a week.,2023-12-04,False
301111,7755,9542,2,"Poor quality, disappointed.",2024-02-28,True
301112,6684,9467,5,"Loved it, will buy again.",2023-10-21,True
301113,7140,9363,1,Stopped working after a week.,2023-07-28,True
301114,5052,9199,1,,2024-03-20,True
301115,6594,9251,2,Item arrived damaged.,2022-10-16,False
301116,5554,9364,5,Excellent quality and fast delivery.,2025-01-16,True
301117,7597,9452,5,"Loved it, will buy again.",2023-06-11,True
301118,7527,9421,3,"Product is okay, nothing special.",2024-01-20,True
301119,5851,9203,4,"Great product, worth the money!",2023-01-23,True
301120,7346,9064,4,"Exactly as described, very happy.",2022-07-05,True
301121,6122,9120,5,"Loved it, will buy again.",2023-10-11,False
301122,7700,9335,3,Decent but delivery was late.,2022-07-04,True
301123,6811,9539,1,"Poor quality, disappointed.",2023-05-07,True
301124,6039,9234,1,"Poor quality, disappointed.",2025-12-29,False
301125,5499,9323,3,"Product is okay, nothing special.",2022-01-11,True
301126,5037,9427,1,Item arrived damaged.,2022-09-17,False
301127,6555,9311,1,Not worth the price.,2025-09-25,True
301128,5121,9192,4,Superb value for money.,2023-06-04,True
301129,5690,9018,2,Stopped working after a week.,2024-03-24,True
301130,6088,9005,5,Excellent quality and fast delivery.,2026-06-12,True
301131,5340,9459,4,"Loved it, will buy again.",2023-09-07,True
301132,7104,9142,3,"Average quality, expected more.",2022-02-03,False
301133,6613,9588,5,"Exactly as described, very happy.",2022-03-02,True
301134,7006,9082,3,"Product is okay, nothing special.",2023-03-14,False
301135,7580,9066,3,"Average quality, expected more.",2023-08-30,True
301136,6143,9192,2,Item arrived damaged.,2023-12-07,True
301137,7436,9101,1,Item arrived damaged.,2025-12-30,True
301138,7383,9497,1,Stopped working after a week.,2025-03-14,False
301139,6245,9101,5,"Loved it, will buy again.",2026-04-17,True
301140,6500,9258,2,Stopped working after a week.,2023-06-25,False
301141,6720,9144,5,"Loved it, will buy again.",2022-01-16,True
301142,7505,9322,3,Decent but delivery was late.,2025-05-22,True
301143,6162,9222,3,"Product is okay, nothing special.",2025-10-23,True
301144,6644,9032,4,"Exactly as described, very happy.",2025-12-12,False
301145,5073,9006,3,Decent but delivery was late.,2025-03-10,False
301146,7173,9067,5,"Great product, worth the money!",2024-07-12,False
301147,7397,9104,2,Stopped working after a week.,2022-06-09,True
301148,5288,9200,3,Decent but delivery was late.,2024-08-02,True
301149,7090,9066,3,Decent but delivery was late.,2026-03-26,False
301150,6490,9339,3,"Product is okay, nothing special.",2024-03-20,True
301151,7894,9343,1,Stopped working after a week.,2024-07-05,True
301152,5537,9080,2,Item arrived damaged.,2022-07-03,True
301153,5262,9026,1,Item arrived damaged.,2025-08-21,True
301154,6724,9518,3,"Average quality, expected more.",2022-04-04,True
301155,5592,9003,5,Excellent quality and fast delivery.,2024-10-15,True
301156,6970,9515,5,"Great product, worth the money!",2025-03-01,False
301157,6894,9018,1,Not worth the price.,2023-05-03,True
301158,5092,9430,5,"Great product, worth the money!",2022-04-05,True
301159,5131,9472,3,"Product is okay, nothing special.",2025-09-18,True
301160,5994,9122,4,"Loved it, will buy again.",2023-11-05,False
301161,6701,9502,2,Stopped working after a week.,2022-02-14,True
301162,7866,9160,4,"Great product, worth the money!",2023-12-25,True
301163,5096,9380,1,Stopped working after a week.,2024-05-10,False
301164,5095,9333,4,Superb value for money.,2024-08-08,True
301165,5204,9285,2,Item arrived damaged.,2023-04-10,False
301166,5849,9116,2,Not worth the price.,2023-06-03,True
301167,7107,9222,3,"Product is okay, nothing special.",2024-04-03,False
301168,5195,9025,4,"Exactly as described, very happy.",2025-06-22,True
301169,6643,9587,1,Not worth the price.,2024-08-15,True
301170,7151,9061,5,"Great product, worth the money!",2023-03-20,True
301171,5628,9090,4,"Great product, worth the money!",2022-11-13,True
301172,6518,9256,1,"Poor quality, disappointed.",2022-12-10,True
301173,5758,9275,2,Not worth the price.,2022-03-30,True
301174,7922,9324,5,Excellent quality and fast delivery.,2024-03-20,False
301175,6838,9549,4,Excellent quality and fast delivery.,2022-01-07,False
301176,7504,9265,5,,2022-12-07,True
301177,6271,9094,2,"Poor quality, disappointed.",2026-02-13,False
301178,6592,9299,1,"Poor quality, disappointed.",2026-04-03,True
301179,7407,9001,2,"Poor quality, disappointed.",2026-05-29,True
301180,6286,9009,4,Superb value for money.,2022-03-11,True
301181,7504,9550,2,Item arrived damaged.,2026-07-05,True
301182,5922,9334,2,Item arrived damaged.,2023-12-20,False
301183,5415,9113,1,Stopped working after a week.,2022-09-17,True
301184,7789,9250,3,"Average quality, expected more.",2025-10-22,True
301185,7176,9130,3,"Product is okay, nothing special.",2025-04-13,True
301186,5428,9117,1,Item arrived damaged.,2023-10-25,False
301187,6999,9067,2,Stopped working after a week.,2025-07-21,True
301188,7619,9424,5,"Great product, worth the money!",2024-08-08,True
301189,7172,9469,1,Item arrived damaged.,2025-08-16,False
301190,7442,9301,4,"Great product, worth the money!",2023-04-27,True
301191,6232,9413,5,Excellent quality and fast delivery.,2024-12-18,True
301192,5556,9519,3,Decent but delivery was late.,2023-02-08,True
301193,6384,9054,2,Not worth the price.,2025-10-31,True
301194,7790,9528,3,"Product is okay, nothing special.",2023-03-16,False
301195,5931,9427,2,Stopped working after a week.,2024-08-03,False
301196,7898,9193,2,"Poor quality, disappointed.",2022-04-16,True
301197,5156,9258,5,Excellent quality and fast delivery.,2025-11-15,True
301198,6991,9448,2,Stopped working after a week.,2025-05-30,True
301199,5001,9395,1,Item arrived damaged.,2025-05-23,False
